Id,Consent,Name
4c7f93d2-6b0b-4e05-91aa-87842f0a2142,Admin,PlaceDevice.Read.All
eafd6a71-e95a-4f8a-bb6e-fb84ab7fbd9e,Admin,PlaceDevice.ReadWrite.All
572fea84-0151-49b2-9301-11cb16974376,Admin,Policy.Read.All
633e0fce-8c58-4cfb-9495-12bbd5a24f7c,User,Policy.Read.ConditionalAccess
d146432f-b803-4ed4-8d42-ba74193a6ede,Admin,Policy.Read.IdentityProtection
414de6ea-2d92-462f-b120-6e2a809a6d01,Admin,Policy.Read.PermissionGrant
4f5bc9c8-ea54-4772-973a-9ca119cb0409,Admin,Policy.ReadWrite.AccessReview
b27add92-efb2-4f16-84f5-8108ba77985c,Admin,Policy.ReadWrite.ApplicationConfiguration
edb72de9-4252-4d03-a925-451deef99db7,Admin,Policy.ReadWrite.AuthenticationFlows
7e823077-d88e-468f-a337-e18f1f0e6c7c,Admin,Policy.ReadWrite.AuthenticationMethod
edd3c878-b384-41fd-95ad-e7407dd775be,Admin,Policy.ReadWrite.Authorization
ad902697-1014-4ef5-81ef-2b4301988e8c,Admin,Policy.ReadWrite.ConditionalAccess
4d135e65-66b8-41a8-9f8b-081452c91774,Admin,Policy.ReadWrite.ConsentRequest
014b43d0-6ed4-4fc6-84dc-4b6f7bae7d85,Admin,Policy.ReadWrite.CrossTenantAccess
40b534c3-9552-4550-901b-23879c90bcf9,Admin,Policy.ReadWrite.DeviceConfiguration
b5219784-1215-45b5-b3f1-88fe1081f9c0,Admin,Policy.ReadWrite.ExternalIdentities
92a38652-f13b-4875-bc77-6e1dbb63e1b2,Admin,Policy.ReadWrite.FeatureRollout
be1be369-4540-4ac9-8928-79de99f70d8f,Admin,Policy.ReadWrite.FedTokenValidation
7256e131-3efb-4323-9854-cf41c6021770,Admin,Policy.ReadWrite.IdentityProtection
a8ead177-1889-4546-9387-f25e658e2a79,Admin,Policy.ReadWrite.MobilityManagement
2672f8bb-fd5e-42e0-85e1-ec764dd2614e,Admin,Policy.ReadWrite.PermissionGrant
0b2a744c-2abf-4f1e-ad7e-17a087e2be99,Admin,Policy.ReadWrite.SecurityDefaults
cefba324-1a70-4a6e-9c1d-fd670b7ae392,Admin,Policy.ReadWrite.TrustFramework
d7b7f2d9-0f45-4ea1-9d42-e50810c06991,User,POP.AccessAsUser.All
76bc735e-aecd-4a1d-8b4c-2b915deabb79,User,Presence.Read
9c7a330d-35b3-4aa1-963d-cb2b9f927841,User,Presence.Read.All
8d3c54a7-cf58-4773-bf81-c0cd6ad522bb,User,Presence.ReadWrite
d69c2d6d-4f72-4f99-a6b9-663e32f8cf68,Admin,PrintConnector.Read.All
79ef9967-7d59-4213-9c64-4b10687637d8,Admin,PrintConnector.ReadWrite.All
90c30bed-6fd1-4279-bf39-714069619721,Admin,Printer.Create
